Country,Year,GDP_per_capita
SampleCountry,1961,2016
SampleCountry,1962,950.907162941154
SampleCountry,1961,2017
SampleCountry,1962,1014.87983161624
SampleCountry,1961,2018
SampleCountry,1962,1062.79330233719
SampleCountry,1961,2019
SampleCountry,1962,1036.87089667356
SampleCountry,1961,2020
SampleCountry,1962,1072.25258983137
SampleCountry,1961,2021
SampleCountry,1962,1130.91814340942
SampleCountry,1961,2022
SampleCountry,1962,1177.52764226474
SampleCountry,1961,2023
SampleCountry,1962,1211.19958978076
SampleCountry,1961,2024
SampleCountry,1962,1197.82655626131
SampleCountry,1961,2025
SampleCountry,1962,1276.2327161945
SampleCountry,1961,2026
SampleCountry,1962,1347.0495978989
SampleCountry,1961,2027
SampleCountry,1962,1424.84597936668
SampleCountry,1961,1988
SampleCountry,1962,3892.81857107699
SampleCountry,1961,1989
SampleCountry,1962,3980.23093051439
SampleCountry,1961,1990
SampleCountry,1962,5507.18003873984
SampleCountry,1961,1991
SampleCountry,1962,7012.1421130624
SampleCountry,1961,1992
SampleCountry,1962,8768.79053218172
SampleCountry,1961,1993
SampleCountry,1962,9110.77499886082
SampleCountry,1961,1994
SampleCountry,1962,11049.8949396235
SampleCountry,1961,1995
SampleCountry,1962,11768.1058977186
SampleCountry,1961,1996
SampleCountry,1962,12150.8545456352
SampleCountry,1961,1997
SampleCountry,1962,10818.5139663414
SampleCountry,1961,1998
SampleCountry,1962,11708.2857474351
SampleCountry,1961,1999
SampleCountry,1962,12896.5252829716
SampleCountry,1961,2000
SampleCountry,1962,13979.8454930411
SampleCountry,1961,2001
SampleCountry,1962,16160.7112518361
SampleCountry,1961,2002
SampleCountry,1962,18753.1202301034
SampleCountry,1961,2003
SampleCountry,1962,21042.1461816648
SampleCountry,1961,2004
SampleCountry,1962,21161.3963073772
SampleCountry,1961,2005
SampleCountry,1962,21819.7123825606
SampleCountry,1961,2006
SampleCountry,1962,24471.0798814847
SampleCountry,1961,2007
SampleCountry,1962,28861.6178062918
SampleCountry,1961,2008
SampleCountry,1962,35564.6023910146
SampleCountry,1961,2009
SampleCountry,1962,38135.8597885858
SampleCountry,1961,2010
SampleCountry,1962,42627.5089352891
SampleCountry,1961,2011
SampleCountry,1962,55040.2437046236
SampleCountry,1961,2012
SampleCountry,1962,72276.7741329461
SampleCountry,1961,2013
SampleCountry,1962,66156.105656847
SampleCountry,1961,2014
SampleCountry,1962,70587.3140283741
SampleCountry,1961,2015
SampleCountry,1962,77808.8579649376
SampleCountry,1961,2016
SampleCountry,1962,79329.2034347434
SampleCountry,1961,2017
SampleCountry,1962,83207.6588430451
SampleCountry,1961,2018
SampleCountry,1962,91885.4528718026
SampleCountry,1961,2019
SampleCountry,1962,84753.5187422732
SampleCountry,1961,2020
SampleCountry,1962,82025.9454509241
SampleCountry,1961,2021
SampleCountry,1962,83481.3038489014
SampleCountry,1961,2022
SampleCountry,1962,89393.8244248812
SampleCountry,1961,2023
SampleCountry,1962,87127.5517977404
SampleCountry,1961,2024
SampleCountry,1962,79513.5330346598
SampleCountry,1961,2025
SampleCountry,1962,94299.969348965
SampleCountry,1961,1964
SampleCountry,1962,84.9328084793106
SampleCountry,1961,1965
SampleCountry,1962,87.8538613470205
SampleCountry,1961,1966
SampleCountry,1962,92.1999583629516
SampleCountry,1961,1967
SampleCountry,1962,103.435021262932
SampleCountry,1961,1968
SampleCountry,1962,117.856430772855
SampleCountry,1961,1969
SampleCountry,1962,121.50831902883
SampleCountry,1961,1970
SampleCountry,1962,91.0276950517841
SampleCountry,1961,1971
SampleCountry,1962,97.9951481214155
SampleCountry,1961,1972
SampleCountry,1962,101.556802521195
SampleCountry,1961,1973
SampleCountry,1962,109.477664384288
SampleCountry,1961,1974
SampleCountry,1962,114.35532002008
SampleCountry,1961,1975
SampleCountry,1962,120.680595539912
SampleCountry,1961,1976
SampleCountry,1962,125.270705961882
SampleCountry,1961,1977
SampleCountry,1962,146.568492582405
SampleCountry,1961,1978
SampleCountry,1962,166.699661755332
SampleCountry,1961,1979
SampleCountry,1962,161.086694022079
SampleCountry,1961,1980
SampleCountry,1962,164.119999587322
SampleCountry,1961,1981
SampleCountry,1962,189.585568552477
SampleCountry,1961,1982
SampleCountry,1962,209.389063573463
SampleCountry,1961,1983
SampleCountry,1962,227.958179873426
SampleCountry,1961,1984
SampleCountry,1962,271.080945953678
SampleCountry,1961,1985
SampleCountry,1962,274.964330768528
SampleCountry,1961,1986
SampleCountry,1962,278.65038258267
SampleCountry,1961,1987
SampleCountry,1962,295.999773299382
SampleCountry,1961,1988
SampleCountry,1962,281.049867840717
SampleCountry,1961,1989
SampleCountry,1962,300.928258576378
SampleCountry,1961,1990
SampleCountry,1962,314.897116402542
SampleCountry,1961,1991
SampleCountry,1962,344.941028293075
SampleCountry,1961,1992
SampleCountry,1962,358.484539641693
SampleCountry,1961,1993
SampleCountry,1962,349.915155021864
SampleCountry,1961,1994
SampleCountry,1962,371.085936203765
SampleCountry,1961,1995
SampleCountry,1962,305.574055928592
SampleCountry,1961,1996
SampleCountry,1962,319.182472626315
SampleCountry,1961,1997
SampleCountry,1962,302.884806246174
SampleCountry,1961,1998
SampleCountry,1962,347.73421473994
SampleCountry,1961,1999
SampleCountry,1962,375.17600537305
SampleCountry,1961,2000
SampleCountry,1962,401.046754673579
SampleCountry,1961,2001
SampleCountry,1962,416.228116203753
SampleCountry,1961,2002
SampleCountry,1962,413.630864056851
SampleCountry,1961,2003
SampleCountry,1962,441.927991436397
SampleCountry,1961,2004
SampleCountry,1962,442.750218937263
SampleCountry,1961,2005
SampleCountry,1962,450.357900514128
SampleCountry,1961,2006
SampleCountry,1962,469.149928973927
SampleCountry,1961,2007
SampleCountry,1962,544.143133545002
SampleCountry,1961,2008
SampleCountry,1962,624.258826510066
SampleCountry,1961,2009
SampleCountry,1962,710.488080408949
SampleCountry,1961,2010
SampleCountry,1962,801.668353659022
SampleCountry,1961,2011
SampleCountry,1962,1021.88707706826
SampleCountry,1961,2012
SampleCountry,1962,992.519584923828
SampleCountry,1961,2013
SampleCountry,1962,1094.94974598436
SampleCountry,1961,2014
SampleCountry,1962,1347.51939071367
SampleCountry,1961,2015
SampleCountry,1962,1445.46127486037
SampleCountry,1961,2016
SampleCountry,1962,1429.32199520032
SampleCountry,1961,2017
SampleCountry,1962,1432.84397512195
SampleCountry,1961,2018
SampleCountry,1962,1553.88396075118
SampleCountry,1961,2019
SampleCountry,1962,1583.99815907985
SampleCountry,1961,2020
SampleCountry,1962,1707.50892912243
SampleCountry,1961,2021
SampleCountry,1962,1950.10468280866
SampleCountry,1961,2022
SampleCountry,1962,1966.25455171679
SampleCountry,1961,2023
SampleCountry,1962,2041.42863698585
SampleCountry,1961,2024
SampleCountry,1962,1907.04251637669
SampleCountry,1961,2025
SampleCountry,1962,2239.61384367482
SampleCountry,1961,2026
SampleCountry,1962,2352.61392452078
SampleCountry,1961,2027
SampleCountry,1962,2480.79208721621
SampleCountry,1961,1964
SampleCountry,1962,706.551022345168
SampleCountry,1961,1965
SampleCountry,1962,761.851359570018
SampleCountry,1961,1966
SampleCountry,1962,821.344113076887
SampleCountry,1961,1967
SampleCountry,1962,878.156576476286
SampleCountry,1961,1968
SampleCountry,1962,994.607331611746
SampleCountry,1961,1969
SampleCountry,1962,1055.03624701098
SampleCountry,1961,1970
SampleCountry,1962,1107.31823034754
SampleCountry,1961,1971
SampleCountry,1962,1187.18321236576
SampleCountry,1961,1972
SampleCountry,1962,1158.85549787929
SampleCountry,1961,1973
SampleCountry,1962,1330.78329549951
SampleCountry,1961,1974
SampleCountry,1962,1486.51452734638
SampleCountry,1961,1975
SampleCountry,1962,1703.93218277317
SampleCountry,1961,1976
SampleCountry,1962,2080.46514718169
SampleCountry,1961,1977
SampleCountry,1962,2424.26904706558
SampleCountry,1961,1978
SampleCountry,1962,2516.92768605196
SampleCountry,1961,1979
SampleCountry,1962,2973.40012301715
SampleCountry,1961,1980
SampleCountry,1962,2919.58308695615
SampleCountry,1961,1981
SampleCountry,1962,3427.0734359204
SampleCountry,1961,1982
SampleCountry,1962,4399.98680535092
SampleCountry,1961,1983
SampleCountry,1962,5429.96200087479
SampleCountry,1961,1984
SampleCountry,1962,6372.43777545453
SampleCountry,1961,1985
SampleCountry,1962,5986.1541089392
SampleCountry,1961,1986
SampleCountry,1962,6160.63861381484
SampleCountry,1961,1987
SampleCountry,1962,5915.24177164341
SampleCountry,1961,1988
SampleCountry,1962,5692.02738597285
SampleCountry,1961,1989
SampleCountry,1962,6011.7355464232
SampleCountry,1961,1990
SampleCountry,1962,8112.17136316453
SampleCountry,1961,1991
SampleCountry,1962,9581.91308572415
SampleCountry,1961,1992
SampleCountry,1962,10715.8706184163
SampleCountry,1961,1993
SampleCountry,1962,11175.816603647
SampleCountry,1961,1994
SampleCountry,1962,14031.3025675469
SampleCountry,1961,1995
SampleCountry,1962,14087.2077980306
SampleCountry,1961,1996
SampleCountry,1962,15714.3847487231
SampleCountry,1961,1997
SampleCountry,1962,14657.0615549805
SampleCountry,1961,1998
SampleCountry,1962,15902.9296755168
SampleCountry,1961,1999
SampleCountry,1962,19158.4564773907
SampleCountry,1961,2000
SampleCountry,1962,20835.8973666717
SampleCountry,1961,2001
SampleCountry,1962,22551.1139134126
SampleCountry,1961,2002
SampleCountry,1962,24294.8547674007
SampleCountry,1961,2003
SampleCountry,1962,26338.1077543817
SampleCountry,1961,2004
SampleCountry,1962,26334.5672050501
SampleCountry,1961,2005
SampleCountry,1962,28282.409882073
SampleCountry,1961,2006
SampleCountry,1962,32705.4345565698
SampleCountry,1961,2007
SampleCountry,1962,41203.5295847568
SampleCountry,1961,2008
SampleCountry,1962,47754.2023194244
SampleCountry,1961,2009
SampleCountry,1962,50933.0216095589
SampleCountry,1961,2010
SampleCountry,1962,54329.1618599624
SampleCountry,1961,2011
SampleCountry,1962,61396.417461176
SampleCountry,1961,2012
SampleCountry,1962,61353.1065629523
SampleCountry,1961,2013
SampleCountry,1962,52133.0909237885
SampleCountry,1961,2014
SampleCountry,1962,48679.4026820361
SampleCountry,1961,2015
SampleCountry,1962,52692.7813135606
SampleCountry,1961,2016
SampleCountry,1962,49411.7387476787
SampleCountry,1961,2017
SampleCountry,1962,52619.2123745817
SampleCountry,1961,2018
SampleCountry,1962,57278.2590911107
SampleCountry,1961,2019
SampleCountry,1962,64311.8234684057
SampleCountry,1961,2020
SampleCountry,1962,64292.659966313
SampleCountry,1961,2021
SampleCountry,1962,72499.3268743015
SampleCountry,1961,2022
SampleCountry,1962,81248.3135388
SampleCountry,1961,2023
SampleCountry,1962,82508.4659883582
SampleCountry,1961,2024
SampleCountry,1962,87567.1148972037
SampleCountry,1961,2025
SampleCountry,1962,105561.137468992
SampleCountry,1961,2026
SampleCountry,1962,106194.755859223
SampleCountry,1961,2027
SampleCountry,1962,103887.800388081
SampleCountry,1961,1965
SampleCountry,1962,195.577527212584
SampleCountry,1961,1966
SampleCountry,1962,200.081529294826
SampleCountry,1961,1967
SampleCountry,1962,205.786809657214
SampleCountry,1961,1968
SampleCountry,1962,209.559376274185
SampleCountry,1961,1969
SampleCountry,1962,221.731727810658
SampleCountry,1961,1970
SampleCountry,1962,247.526675505443
SampleCountry,1961,1971
SampleCountry,1962,262.877683796297
SampleCountry,1961,1972
SampleCountry,1962,283.733705768519
SampleCountry,1961,1973
SampleCountry,1962,314.285456656371
SampleCountry,1961,1974
SampleCountry,1962,344.601687457468
SampleCountry,1961,1975
SampleCountry,1962,376.606879152384
SampleCountry,1961,1976
SampleCountry,1962,457.28363801324
SampleCountry,1961,1977
SampleCountry,1962,554.748034125811
SampleCountry,1961,1978
SampleCountry,1962,850.560177143918
SampleCountry,1961,1979
SampleCountry,1962,1408.96571902077
SampleCountry,1961,1980
SampleCountry,1962,1531.70617122586
SampleCountry,1961,1981
SampleCountry,1962,1953.5196967855
SampleCountry,1961,1982
SampleCountry,1962,2243.05559538314
SampleCountry,1961,1983
SampleCountry,1962,2100.77015324707
SampleCountry,1961,1984
SampleCountry,1962,2352.4265515265
SampleCountry,1961,1985
SampleCountry,1962,2368.39285730473
SampleCountry,1961,1986
SampleCountry,1962,2393.44985576144
SampleCountry,1961,1987
SampleCountry,1962,2844.87611384054
SampleCountry,1961,1988
SampleCountry,1962,3397.06140021275
SampleCountry,1961,1989
SampleCountry,1962,3395.33697556582
SampleCountry,1961,1990
SampleCountry,1962,3634.03209560743
SampleCountry,1961,1991
SampleCountry,1962,4064.34667297518
SampleCountry,1961,1992
SampleCountry,1962,2513.1511156474
SampleCountry,1961,1993
SampleCountry,1962,2234.46235141339
SampleCountry,1961,1994
SampleCountry,1962,2124.97214820342
SampleCountry,1961,1995
SampleCountry,1962,2137.94222739878
SampleCountry,1961,1996
SampleCountry,1962,2194.43906802841
SampleCountry,1961,1997
SampleCountry,1962,1957.48507794252
SampleCountry,1961,1998
SampleCountry,1962,1038.10985680796
SampleCountry,1961,1999
SampleCountry,1962,1167.7627251321
SampleCountry,1961,2000
SampleCountry,1962,1550.0095955237
SampleCountry,1961,2001
SampleCountry,1962,1914.78121290985
SampleCountry,1961,2002
SampleCountry,1962,1790.06617576107
SampleCountry,1961,2003
SampleCountry,1962,1709.19334095949
SampleCountry,1961,2004
SampleCountry,1962,1739.59462001971
SampleCountry,1961,2005
SampleCountry,1962,1650.01385832603
SampleCountry,1961,2006
SampleCountry,1962,1881.02266634748
SampleCountry,1961,2007
SampleCountry,1962,1891.25756092031
SampleCountry,1961,2008
SampleCountry,1962,2208.99636553529
SampleCountry,1961,2009
SampleCountry,1962,2672.42266512669
SampleCountry,1961,2010
SampleCountry,1962,3132.05081925856
SampleCountry,1961,2011
SampleCountry,1962,3618.9160136791
SampleCountry,1961,2012
SampleCountry,1962,4687.99166265915
SampleCountry,1961,2013
SampleCountry,1962,5377.41150725587
SampleCountry,1961,2014
SampleCountry,1962,5415.52280554144
SampleCountry,1961,2015
SampleCountry,1962,6291.19443652344
SampleCountry,1961,2016
SampleCountry,1962,8025.68743364356
SampleCountry,1961,2017
SampleCountry,1962,8114.08099831877
SampleCountry,1961,2018
SampleCountry,1962,6222.74194840326
SampleCountry,1961,2019
SampleCountry,1962,5672.06372896319
SampleCountry,1961,2020
SampleCountry,1962,4952.73355532178
SampleCountry,1961,2021
SampleCountry,1962,5477.03712389913
SampleCountry,1961,2022
SampleCountry,1962,5753.11544659399
SampleCountry,1961,2023
SampleCountry,1962,4631.78709016514
SampleCountry,1961,2024
SampleCountry,1962,3831.27894763337
SampleCountry,1961,2025
SampleCountry,1962,2988.78122414716
SampleCountry,1961,2026
SampleCountry,1962,4334.79268631354
SampleCountry,1961,2027
SampleCountry,1962,4405.09291519791
SampleCountry,1961,2028
SampleCountry,1962,4465.63766994952
SampleCountry,1961,1964
SampleCountry,1962,218.917802531101
SampleCountry,1961,1965
SampleCountry,1962,232.392612190864
SampleCountry,1961,1966
SampleCountry,1962,240.653442461626
SampleCountry,1961,1967
SampleCountry,1962,235.513623763733
SampleCountry,1961,1968
SampleCountry,1962,269.423092996101
SampleCountry,1961,1969
SampleCountry,1962,284.77757098584
SampleCountry,1961,1970
SampleCountry,1962,298.205666763491
SampleCountry,1961,1971
SampleCountry,1962,290.643664484678
SampleCountry,1961,1972
SampleCountry,1962,318.832552563525
SampleCountry,1961,1973
SampleCountry,1962,319.860143218706
SampleCountry,1961,1974
SampleCountry,1962,337.042912609442
SampleCountry,1961,1975
SampleCountry,1962,383.550287036941
SampleCountry,1961,1976
SampleCountry,1962,394.41834302923
SampleCountry,1961,1977
SampleCountry,1962,475.586335675674
SampleCountry,1961,1978
SampleCountry,1962,1031.25081332691
SampleCountry,1961,1979
SampleCountry,1962,1165.88163945653
SampleCountry,1961,1980
SampleCountry,1962,1488.54335200482
SampleCountry,1961,1981
SampleCountry,1962,1608.79545129648
SampleCountry,1961,1982
SampleCountry,1962,1863.21761229727
SampleCountry,1961,1983
SampleCountry,1962,2871.32952195974
SampleCountry,1961,1984
SampleCountry,1962,3867.64500744262
SampleCountry,1961,1985
SampleCountry,1962,2700.41204790874
SampleCountry,1961,1986
SampleCountry,1962,2941.9748125381
SampleCountry,1961,1987
SampleCountry,1962,2743.35449218755
SampleCountry,1961,1988
SampleCountry,1962,3065.7178266236
SampleCountry,1961,1989
SampleCountry,1962,3087.66394151806
SampleCountry,1961,1990
SampleCountry,1962,2940.40623181091
SampleCountry,1961,1991
SampleCountry,1962,3436.4763126353
SampleCountry,1961,1992
SampleCountry,1962,3707.20841763297
SampleCountry,1961,1993
SampleCountry,1962,3791.17027583399
SampleCountry,1961,1994
SampleCountry,1962,10261.4157706888
SampleCountry,1961,1995
SampleCountry,1962,22.9521327615352
SampleCountry,1961,1996
SampleCountry,1962,30.2539012636825
SampleCountry,1961,1997
SampleCountry,1962,53.7437842348819
SampleCountry,1961,1998
SampleCountry,1962,198.182101881974
SampleCountry,1961,1999
SampleCountry,1962,619.135530927038
SampleCountry,1961,2000
SampleCountry,1962,485.258492784825
SampleCountry,1961,2001
SampleCountry,1962,936.341170908421
SampleCountry,1961,2002
SampleCountry,1962,900.937142559106
SampleCountry,1961,2003
SampleCountry,1962,1560.36466710272
SampleCountry,1961,2004
SampleCountry,1962,1980.18916038782
SampleCountry,1961,2005
SampleCountry,1962,1435.695683789
SampleCountry,1961,2006
SampleCountry,1962,1266.15961275094
SampleCountry,1961,2007
SampleCountry,1962,817.887862499622
SampleCountry,1961,2008
SampleCountry,1962,1328.37157628292
SampleCountry,1961,2009
SampleCountry,1962,1762.39360423421
SampleCountry,1961,2010
SampleCountry,1962,2276.55435744086
SampleCountry,1961,2011
SampleCountry,1962,3128.99010329066
SampleCountry,1961,2012
SampleCountry,1962,4542.96609046032
SampleCountry,1961,2013
SampleCountry,1962,3714.71205987194
SampleCountry,1961,2014
SampleCountry,1962,4461.75196161555
SampleCountry,1961,2015
SampleCountry,1962,5775.54229080293
SampleCountry,1961,2016
SampleCountry,1962,6477.59618450955
SampleCountry,1961,2017
SampleCountry,1962,6650.35282247395
SampleCountry,1961,2018
SampleCountry,1962,6249.39226978969
SampleCountry,1961,2019
SampleCountry,1962,4440.14189252367
SampleCountry,1961,2020
SampleCountry,1962,4334.42096404188
SampleCountry,1961,2021
SampleCountry,1962,4759.2846435467
SampleCountry,1961,2022
SampleCountry,1962,5646.68932074742
SampleCountry,1961,2023
SampleCountry,1962,5671.8568632942
SampleCountry,1961,2024
SampleCountry,1962,4295.18945121228
SampleCountry,1961,2025
SampleCountry,1962,4868.49431080783
SampleCountry,1961,2026
SampleCountry,1962,6504.12428393548
SampleCountry,1961,2027
SampleCountry,1962,5565.12644647176
SampleCountry,1961,1964
SampleCountry,1962,1436.25885405655
SampleCountry,1961,1965
SampleCountry,1962,1439.44972356432
SampleCountry,1961,1966
SampleCountry,1962,1585.721437797
SampleCountry,1961,1967
SampleCountry,1962,1859.24836167773
SampleCountry,1961,1968
SampleCountry,1962,2332.47365785423
SampleCountry,1961,1969
SampleCountry,1962,2764.47356483879
SampleCountry,1961,1970
SampleCountry,1962,3264.04742660905
SampleCountry,1961,1971
SampleCountry,1962,3172.64877052559
SampleCountry,1961,1972
SampleCountry,1962,2389.88350467813
SampleCountry,1961,1973
SampleCountry,1962,2069.85896390776
SampleCountry,1961,1974
SampleCountry,1962,2576.35344434276
SampleCountry,1961,1975
SampleCountry,1962,3252.09917788448
SampleCountry,1961,1976
SampleCountry,1962,4014.84273017558
SampleCountry,1961,1977
SampleCountry,1962,5437.34252541217
SampleCountry,1961,1978
SampleCountry,1962,7040.55404419726
SampleCountry,1961,1979
SampleCountry,1962,6454.17715159378
SampleCountry,1961,1980
SampleCountry,1962,7583.27529804327
SampleCountry,1961,1981
SampleCountry,1962,9957.25443433463
SampleCountry,1961,1982
SampleCountry,1962,11236.735735064
SampleCountry,1961,1983
SampleCountry,1962,12640.6408128355
SampleCountry,1961,1984
SampleCountry,1962,14821.8150912707
SampleCountry,1961,1985
SampleCountry,1962,15137.2538408683
SampleCountry,1961,1986
SampleCountry,1962,13711.7362718597
SampleCountry,1961,1987
SampleCountry,1962,11671.8092292119
SampleCountry,1961,1988
SampleCountry,1962,11959.5400102921
SampleCountry,1961,1989
SampleCountry,1962,12361.1870365183
SampleCountry,1961,1990
SampleCountry,1962,16406.04794507
SampleCountry,1961,1991
SampleCountry,1962,22453.1882283809
SampleCountry,1961,1992
SampleCountry,1962,24451.9733172334
SampleCountry,1961,1993
SampleCountry,1962,22434.3467683494
SampleCountry,1961,1994
SampleCountry,1962,25384.9150226302
SampleCountry,1961,1995
SampleCountry,1962,26802.9895156678
SampleCountry,1961,1996
SampleCountry,1962,27124.2745379594
SampleCountry,1961,1997
SampleCountry,1962,23579.7953612417
SampleCountry,1961,1998
SampleCountry,1962,24018.6313967189
SampleCountry,1961,1999
SampleCountry,1962,26633.5913761549
SampleCountry,1961,2000
SampleCountry,1962,27614.8770273122
SampleCountry,1961,2001
SampleCountry,1962,27919.1854966562
SampleCountry,1961,2002
SampleCountry,1962,31030.0535989181
SampleCountry,1961,2003
SampleCountry,1962,32381.6252356488
SampleCountry,1961,2004
SampleCountry,1962,32096.3722613695
SampleCountry,1961,2005
SampleCountry,1962,28897.4439396908
SampleCountry,1961,2006
SampleCountry,1962,32409.2161491753
SampleCountry,1961,2007
SampleCountry,1962,39476.6978486684
SampleCountry,1961,2008
SampleCountry,1962,47334.9306537723
SampleCountry,1961,2009
SampleCountry,1962,56794.8501588953
SampleCountry,1961,2010
SampleCountry,1962,57492.9342498703
SampleCountry,1961,2011
SampleCountry,1962,69495.7267376825
SampleCountry,1961,2012
SampleCountry,1962,56943.3704468563
SampleCountry,1961,2013
SampleCountry,1962,41301.273219718
SampleCountry,1961,2014
SampleCountry,1962,43237.0729488958
SampleCountry,1961,2015
SampleCountry,1962,47714.5922308485
SampleCountry,1961,2016
SampleCountry,1962,45995.5478789467
SampleCountry,1961,2017
SampleCountry,1962,49804.9829978371
SampleCountry,1961,2018
SampleCountry,1962,54576.7448146565
SampleCountry,1961,2019
SampleCountry,1962,52951.6815110898
SampleCountry,1961,2020
SampleCountry,1962,61987.9263620283
SampleCountry,1961,2021
SampleCountry,1962,72010.1490316258
SampleCountry,1961,2022
SampleCountry,1962,74452.1890731447
SampleCountry,1961,2023
SampleCountry,1962,68452.23622306
SampleCountry,1961,2024
SampleCountry,1962,59023.5663465778
SampleCountry,1961,2025
SampleCountry,1962,69325.9078287926
SampleCountry,1961,2026
SampleCountry,1962,75314.085560994
SampleCountry,1961,2027
SampleCountry,1962,79636.9548578508
SampleCountry,1961,1964
SampleCountry,1962,1449.76140897192
SampleCountry,1961,1965
SampleCountry,1962,1694.10902871325
SampleCountry,1961,1966
SampleCountry,1962,1291.14207507409
SampleCountry,1961,1967
SampleCountry,1962,1483.52869124093
SampleCountry,1961,1968
SampleCountry,1962,1622.94713795895
SampleCountry,1961,1969
SampleCountry,1962,1685.90010698784
SampleCountry,1961,1970
SampleCountry,1962,1785.65063547398
SampleCountry,1961,1971
SampleCountry,1962,1731.67626367394
SampleCountry,1961,1972
SampleCountry,1962,1943.69837323735
SampleCountry,1961,1973
SampleCountry,1962,2184.92749415975
SampleCountry,1961,1974
SampleCountry,1962,2485.81574130995
SampleCountry,1961,1975
SampleCountry,1962,2294.27613927941
SampleCountry,1961,1976
SampleCountry,1962,2924.42858457511
SampleCountry,1961,1977
SampleCountry,1962,3624.88724710974
SampleCountry,1961,1978
SampleCountry,1962,5076.29651451905
SampleCountry,1961,1979
SampleCountry,1962,4664.02620141029
SampleCountry,1961,1980
SampleCountry,1962,4508.34326185306
SampleCountry,1961,1981
SampleCountry,1962,5044.18442995876
SampleCountry,1961,1982
SampleCountry,1962,4788.32792496606
SampleCountry,1961,1983
SampleCountry,1962,5961.20969710617
SampleCountry,1961,1984
SampleCountry,1962,6536.74795007038
SampleCountry,1961,1985
SampleCountry,1962,6783.03336109356
SampleCountry,1961,1986
SampleCountry,1962,7244.51893752661
SampleCountry,1961,1987
SampleCountry,1962,7945.67500522195
SampleCountry,1961,1988
SampleCountry,1962,7355.25317040048
SampleCountry,1961,1989
SampleCountry,1962,6816.3848781637
SampleCountry,1961,1990
SampleCountry,1962,8320.4734890676
SampleCountry,1961,1991
SampleCountry,1962,9835.69004057827
SampleCountry,1961,1992
SampleCountry,1962,11831.6680266533
SampleCountry,1961,1993
SampleCountry,1962,11586.8023266158
SampleCountry,1961,1994
SampleCountry,1962,13284.3794576924
SampleCountry,1961,1995
SampleCountry,1962,14320.2831935277
SampleCountry,1961,1996
SampleCountry,1962,15482.1005731603
SampleCountry,1961,1997
SampleCountry,1962,15151.5446328935
SampleCountry,1961,1998
SampleCountry,1962,16776.6124890797
SampleCountry,1961,1999
SampleCountry,1962,18991.4711694457
SampleCountry,1961,2000
SampleCountry,1962,20180.3770456889
SampleCountry,1961,2001
SampleCountry,1962,20432.8376406454
SampleCountry,1961,2002
SampleCountry,1962,20157.0966336239
SampleCountry,1961,2003
SampleCountry,1962,19782.2869743593
SampleCountry,1961,2004
SampleCountry,1962,21660.840378309
SampleCountry,1961,2005
SampleCountry,1962,20907.1143041538
SampleCountry,1961,2006
SampleCountry,1962,19034.3175740071
SampleCountry,1961,2007
SampleCountry,1962,19629.4145135202
SampleCountry,1961,2008
SampleCountry,1962,20546.2291718399
SampleCountry,1961,2009
SampleCountry,1962,21226.7213913393
SampleCountry,1961,2010
SampleCountry,1962,22502.0722209991
SampleCountry,1961,2011
SampleCountry,1962,25635.926838502
SampleCountry,1961,2012
SampleCountry,1962,30176.2865128483
SampleCountry,1961,2013
SampleCountry,1962,28381.6449423376
SampleCountry,1961,2014
SampleCountry,1962,31338.5568903917
SampleCountry,1961,2015
SampleCountry,1962,34433.822610733
SampleCountry,1961,2016
SampleCountry,1962,33236.5731239421
SampleCountry,1961,2017
SampleCountry,1962,36929.6042163752
SampleCountry,1961,2018
SampleCountry,1962,38230.4954049785
SampleCountry,1961,2019
SampleCountry,1962,36123.9907881129
SampleCountry,1961,2020
SampleCountry,1962,37556.6272863143
SampleCountry,1961,2021
SampleCountry,1962,40997.9110240274
SampleCountry,1961,2022
SampleCountry,1962,42233.2610344935
SampleCountry,1961,2023
SampleCountry,1962,44140.8289372511
SampleCountry,1961,2024
SampleCountry,1962,44679.7715799755
SampleCountry,1961,2025
SampleCountry,1962,52255.6159050999
SampleCountry,1961,2026
SampleCountry,1962,54930.7261602593
SampleCountry,1961,2027
SampleCountry,1962,52642.4267486308
SampleCountry,1961,1964
SampleCountry,1962,836.905850281885
SampleCountry,1961,1965
SampleCountry,1962,923.08778375214
SampleCountry,1961,1966
SampleCountry,1962,1030.15800343763
SampleCountry,1961,1967
SampleCountry,1962,1171.3869628098
SampleCountry,1961,1968
SampleCountry,1962,1271.80119301518
SampleCountry,1961,1969
SampleCountry,1962,1357.0106162201
SampleCountry,1961,1970
SampleCountry,1962,1458.94713889011
SampleCountry,1961,1971
SampleCountry,1962,1595.48578129215
SampleCountry,1961,1972
SampleCountry,1962,1718.49646427147
SampleCountry,1961,1973
SampleCountry,1962,1886.45002730465
SampleCountry,1961,1974
SampleCountry,1962,2111.71986404332
SampleCountry,1961,1975
SampleCountry,1962,2310.92376058816
SampleCountry,1961,1976
SampleCountry,1962,2677.29372999774
SampleCountry,1961,1977
SampleCountry,1962,3212.63949627574
SampleCountry,1961,1978
SampleCountry,1962,3629.49182319594
SampleCountry,1961,1979
SampleCountry,1962,4116.45964933054
SampleCountry,1961,1980
SampleCountry,1962,4042.39482463789
SampleCountry,1961,1981
SampleCountry,1962,4614.21004931651
SampleCountry,1961,1982
SampleCountry,1962,5623.42917622719
SampleCountry,1961,1983
SampleCountry,1962,7006.39699054556
SampleCountry,1961,1984
